CandidateID,Hits,MaxLevel,Issue
CAND_0002426,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002436,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002441,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002451,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002463,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002477,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002525,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002534,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002541,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002545,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002557,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002590,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002623,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002631,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002671,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002697,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002712,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002763,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002813,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002825,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002830,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002950,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002957,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002980,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002983,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0002994,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003004,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003029,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003117,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003183,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003189,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003234,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003278,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003291,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003310,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003324,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003337,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003395,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003408,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003461,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003501,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003510,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003515,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003536,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003557,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003620,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003625,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003635,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003676,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003732,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003741,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003770,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003805,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003833,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003840,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003881,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003895,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003903,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003908,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0003937,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004005,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004008,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004051,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004123,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004183,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004193,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004196,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004207,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004220,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004236,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004320,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004330,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004344,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004363,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004393,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004443,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004449,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004464,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004471,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004491,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004524,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004548,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004567,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004570,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004601,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004620,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004641,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004673,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004728,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004733,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004743,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004761,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004788,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004800,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004820,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004843,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004848,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004920,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004946,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004978,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004980,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0004985,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005067,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005085,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005147,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005197,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005205,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005208,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005247,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005248,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005249,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005269,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005287,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005357,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005414,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005426,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005472,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005510,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005518,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005525,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005585,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005610,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005632,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005644,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005671,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005690,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005691,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005704,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005716,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005743,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005755,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005783,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005836,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005851,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005876,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005904,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005914,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005922,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005932,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005976,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0005981,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006007,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006090,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006092,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006108,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006127,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006130,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006180,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006213,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006219,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006240,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006259,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006285,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006324,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006334,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006348,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006357,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006388,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006394,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006418,5,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006433,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006508,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006512,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006581,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006639,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006640,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006675,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006732,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006814,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006821,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006826,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0006922,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007038,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007052,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007088,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007164,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007177,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007179,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007241,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007399,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007411,6,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007460,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007471,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007492,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007499,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007513,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007564,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007577,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007584,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007587,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007590,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007620,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007632,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007672,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007719,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007726,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007733,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007794,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007813,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007827,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007830,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007860,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007867,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007915,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007916,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007937,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007940,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007955,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007965,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007978,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007997,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0007999,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008030,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008034,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008036,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008046,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008094,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008102,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008149,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008177,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008202,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008218,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008227,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008239,5,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008252,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008285,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008290,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008315,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008375,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008441,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008456,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008458,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008486,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008536,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008565,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008575,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008593,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008606,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008618,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008628,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008636,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008764,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008794,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008795,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008799,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008800,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008875,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008892,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008937,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008963,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008978,4,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0008981,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009016,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009048,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009078,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009080,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009091,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009169,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009190,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009198,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009229,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009231,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009234,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009288,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009302,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009425,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009446,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009487,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009505,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009507,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009529,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009531,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009539,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009607,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009638,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009678,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009700,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009734,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009853,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009928,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009942,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009986,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0009997,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010000,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010043,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010051,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010094,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010097,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010187,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010202,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010204,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010222,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010235,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010267,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010269,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010324,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010332,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010373,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010414,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010439,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010465,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010497,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010541,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010547,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010569,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010593,3,1,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010596,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010621,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010689,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010694,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010756,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010771,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010800,4,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010817,3,2,Keyword stuffing / Mentions only without hands-on evidence
CAND_0010848,3,2,Keyword stuffing / Mentions only without hands-on evidence
